Name	Sequence Accession	Complete Genome	Segment	Segment Length	Subtype	Collection Date	Host Species	Country	State/Province	Flu Season	Strain Name	
HA	MN229775	Yes	4	1752	H1N1	05/28/2019	IRD:Human	USA	California	18-19	A/California/144/2019	
HA	MN552710	Yes	4	1752	H1N1	05/28/2019	IRD:Human	USA	California	18-19	A/California/144/2019	
HA	CY265523	Yes	4	1752	H1N1	11/21/2017	IRD:Human	USA	California	17-18	A/California/145/2017	
HA	CY265515	Yes	4	1752	H1N1	12/03/2017	IRD:Human	USA	California	17-18	A/California/146/2017	
HA	MN552718	Yes	4	1752	H1N1	05/28/2019	IRD:Human	USA	California	18-19	A/California/146/2019	
HA	MN229783	Yes	4	1752	H1N1	05/28/2019	IRD:Human	USA	California	18-19	A/California/146/2019	
HA	MN229791	Yes	4	1752	H1N1	05/29/2019	IRD:Human	USA	California	18-19	A/California/147/2019	
HA	MN552726	Yes	4	1752	H1N1	05/29/2019	IRD:Human	USA	California	18-19	A/California/147/2019	
HA	MN229799	Yes	4	1752	H1N1	06/04/2019	IRD:Human	USA	California	-N/A-	A/California/148/2019	
HA	MN552734	Yes	4	1752	H1N1	06/04/2019	IRD:Human	USA	California	-N/A-	A/California/148/2019	
HA	MN229807	Yes	4	1752	H1N1	06/04/2019	IRD:Human	USA	California	-N/A-	A/California/149/2019	
HA	KC882188	No	4	1701	H1N1	02/09/2011	IRD:Human	USA	California	10-11	A/California/15/2011	
HA	KX006213	Yes	4	1752	H1N1	2016	IRD:Human	USA	California	-N/A-	A/California/15/2016	
HA	MK676396	No	4	1753	H1N1	01/08/2019	IRD:Human	USA	California	18-19	A/California/15/2019	
HA	MN552742	Yes	4	1752	H1N1	06/04/2019	IRD:Human	USA	California	-N/A-	A/California/150/2019	
HA	MN229815	Yes	4	1752	H1N1	06/04/2019	IRD:Human	USA	California	-N/A-	A/California/150/2019	
HA	MN552750	Yes	4	1752	H1N1	06/04/2019	IRD:Human	USA	California	-N/A-	A/California/151/2019	
HA	MN229823	Yes	4	1752	H1N1	06/04/2019	IRD:Human	USA	California	-N/A-	A/California/151/2019	
HA	MN229831	Yes	4	1752	H1N1	06/04/2019	IRD:Human	USA	California	-N/A-	A/California/152/2019	
HA	CY209488	Yes	4	1752	H1N1	11/01/2016	IRD:Human	USA	California	16-17	A/California/153/2016	
HA	CY213330	Yes	4	1752	H1N1	11/01/2016	IRD:Human	USA	California	16-17	A/California/153/2016	
HA	MN318810	Yes	4	1752	H1N1	06/14/2019	IRD:Human	USA	California	-N/A-	A/California/153/2019	
HA	MN318818	Yes	4	1752	H1N1	06/14/2019	IRD:Human	USA	California	-N/A-	A/California/154/2019	
HA	MG978427	No	4	1752	H1N1	12/20/2017	IRD:Human	USA	California	17-18	A/California/155/2017	
HA	MG830709	No	4	1752	H1N1	12/20/2017	IRD:Human	USA	California	17-18	A/California/155/2017	
HA	MN318826	Yes	4	1752	H1N1	06/15/2019	IRD:Human	USA	California	-N/A-	A/California/155/2019	
HA	MN318834	Yes	4	1752	H1N1	06/15/2019	IRD:Human	USA	California	-N/A-	A/California/156/2019	
HA	MN318842	Yes	4	1752	H1N1	06/15/2019	IRD:Human	USA	California	-N/A-	A/California/157/2019	
HA	MN318850	Yes	4	1752	H1N1	06/15/2019	IRD:Human	USA	California	-N/A-	A/California/158/2019	
HA	CY211074	Yes	4	1752	H1N1	11/03/2016	IRD:Human	USA	California	16-17	A/California/159/2016	
HA	KC891015	No	4	1701	H1N1	01/18/2012	IRD:Human	USA	California	11-12	A/California/16/2012	
HA	KX006155	Yes	4	1752	H1N1	01/26/2016	IRD:Human	USA	California	15-16	A/California/16/2016	
HA	CY220871	Yes	4	1752	H1N1	01/20/2017	IRD:Human	USA	California	16-17	A/California/16/2017	
HA	CY233824	Yes	4	1752	H1N1	01/20/2017	IRD:Human	USA	California	16-17	A/California/16/2017	
HA	MH125706	Yes	4	1752	H1N1	01/10/2018	IRD:Human	USA	California	17-18	A/California/16/2018	
HA	MN507252	Yes	4	1752	H1N1	07/12/2019	IRD:Human	USA	California	-N/A-	A/California/160/2019	
HA	MN552755	Yes	4	1752	H1N1	08/02/2019	IRD:Human	USA	California	-N/A-	A/California/163/2019	
HA	MN552676	No	4	1752	H1N1	08/12/2019	IRD:Human	USA	California	-N/A-	A/California/164/2019	
HA	MH083389	Yes	4	1752	H1N1	12/28/2017	IRD:Human	USA	California	17-18	A/California/165/2017	
HA	MH083397	Yes	4	1752	H1N1	12/30/2017	IRD:Human	USA	California	17-18	A/California/168/2017	
HA	GQ232038	No	4	1701	H1N1	04/25/2009	IRD:Human	USA	California	08-09	A/California/17/2009(H1N1)	
HA	KC882257	Yes	4	1701	H1N1	02/15/2011	IRD:Human	USA	California	10-11	A/California/17/2011	
HA	KF648219	No	4	1701	H1N1	01/12/2013	IRD:Human	USA	California	12-13	A/California/17/2013	
HA	KX006285	Yes	4	1752	H1N1	01/29/2016	IRD:Human	USA	California	15-16	A/California/17/2016	
HA	CY220831	Yes	4	1752	H1N1	01/26/2017	IRD:Human	USA	California	16-17	A/California/17/2017	
HA	MH125714	Yes	4	1752	H1N1	01/12/2018	IRD:Human	USA	California	17-18	A/California/17/2018	
HA	MT244172	Yes	4	1752	H1N1	01/23/2020	IRD:Human	USA	California	19-20	A/California/17/2020	
HA	CY213426	Yes	4	1752	H1N1	11/28/2016	IRD:Human	USA	California	16-17	A/California/170/2016	
HA	CY213434	Yes	4	1752	H1N1	11/28/2016	IRD:Human	USA	California	16-17	A/California/171/2016	
HA	CY233800	Yes	4	1752	H1N1	11/28/2016	IRD:Human	USA	California	16-17	A/California/171/2016	
HA	CY213442	Yes	4	1752	H1N1	12/07/2016	IRD:Human	USA	California	16-17	A/California/172/2016	
HA	MN819617	Yes	4	1752	H1N1	10/05/2019	IRD:Human	USA	California	19-20	A/California/172/2019	
HA	CY213394	Yes	4	1752	H1N1	12/17/2016	IRD:Human	USA	California	16-17	A/California/174/2016	
HA	CY239513	Yes	4	1752	H1N1	12/17/2016	IRD:Human	USA	California	16-17	A/California/174/2016	
HA	MN819625	Yes	4	1752	H1N1	10/07/2019	IRD:Human	USA	California	19-20	A/California/175/2019	
HA	MN819633	Yes	4	1753	H1N1	10/17/2019	IRD:Human	USA	California	19-20	A/California/179/2019	
HA	GQ323483	No	4	1701	H1N1	04/30/2009	IRD:Human	USA	California	08-09	A/California/18/2009(H1N1)	
HA	KX006301	Yes	4	1752	H1N1	01/05/2016	IRD:Human	USA	California	15-16	A/California/18/2016	
HA	MK676420	Yes	4	1752	H1N1	01/11/2019	IRD:Human	USA	California	18-19	A/California/18/2019	
HA	MT244183	Yes	4	1752	H1N1	01/23/2020	IRD:Human	USA	California	19-20	A/California/18/2020	
HA	MN819641	Yes	4	1752	H1N1	10/01/2019	IRD:Human	USA	California	19-20	A/California/180/2019	
HA	MN881266	Yes	4	1753	H1N1	10/20/2019	IRD:Human	USA	California	19-20	A/California/184/2019	
HA	MN976213	Yes	4	1753	H1N1	10/20/2019	IRD:Human	USA	California	19-20	A/California/184/2019	
HA	MN881274	Yes	4	1752	H1N1	10/30/2019	IRD:Human	USA	California	19-20	A/California/185/2019	
HA	MN881282	Yes	4	1752	H1N1	10/27/2019	IRD:Human	USA	California	19-20	A/California/187/2019	
HA	MN881293	Yes	4	1752	H1N1	11/01/2019	IRD:Human	USA	California	19-20	A/California/189/2019	
HA	MN976222	Yes	4	1752	H1N1	11/01/2019	IRD:Human	USA	California	19-20	A/California/189/2019	
HA	GQ377101	No	4	1701	H1N1	04/30/2009	IRD:Human	USA	California	08-09	A/California/19/2009(H1N1)	
HA	KC882223	No	4	1701	H1N1	03/02/2011	IRD:Human	USA	California	10-11	A/California/19/2011	
HA	KC891084	No	4	1701	H1N1	02/14/2012	IRD:Human	USA	California	11-12	A/California/19/2012	
HA	KF648198	No	4	1701	H1N1	03/09/2013	IRD:Human	USA	California	12-13	A/California/19/2013	
HA	KX006165	Yes	4	1752	H1N1	01/07/2016	IRD:Human	USA	California	15-16	A/California/19/2016	
HA	CY220823	Yes	4	1752	H1N1	01/29/2017	IRD:Human	USA	California	16-17	A/California/19/2017	
HA	MH125723	Yes	4	1752	H1N1	01/13/2018	IRD:Human	USA	California	17-18	A/California/19/2018	
HA	MT303272	Yes	4	1752	H1N1	01/14/2020	IRD:Human	USA	California	19-20	A/California/19/2020	
HA	MN948091	Yes	4	1752	H1N1	11/03/2019	IRD:Human	USA	California	19-20	A/California/190/2019	
HA	CY217858	Yes	4	1752	H1N1	12/24/2016	IRD:Human	USA	California	16-17	A/California/193/2016	
HA	CY214282	Yes	4	1752	H1N1	12/24/2016	IRD:Human	USA	California	16-17	A/California/193/2016	
HA	MN948099	Yes	4	1752	H1N1	11/04/2019	IRD:Human	USA	California	19-20	A/California/193/2019	
HA	CY214290	Yes	4	1752	H1N1	12/26/2016	IRD:Human	USA	California	16-17	A/California/194/2016	
HA	MN948107	Yes	4	1752	H1N1	11/07/2019	IRD:Human	USA	California	19-20	A/California/195/2019	
HA	MN948115	Yes	4	1752	H1N1	11/09/2019	IRD:Human	USA	California	19-20	A/California/196/2019	
HA	MN948123	Yes	4	1752	H1N1	11/11/2019	IRD:Human	USA	California	19-20	A/California/197/2019	
HA	MN948131	Yes	4	1752	H1N1	10/31/2019	IRD:Human	USA	California	19-20	A/California/199/2019	
HA	GQ377085	No	4	1701	H1N1	05/01/2009	IRD:Human	USA	California	08-09	A/California/20/2009(H1N1)	
HA	KC882290	Yes	4	1701	H1N1	02/21/2011	IRD:Human	USA	California	10-11	A/California/20/2011	
HA	KF648189	No	4	1701	H1N1	03/08/2013	IRD:Human	USA	California	12-13	A/California/20/2013	
HA	MH125730	Yes	4	1752	H1N1	01/14/2018	IRD:Human	USA	California	17-18	A/California/20/2018	
HA	MK715754	Yes	4	1752	H1N1	01/06/2019	IRD:Human	USA	California	18-19	A/California/20/2019	
HA	MT303280	Yes	4	1754	H1N1	01/21/2020	IRD:Human	USA	California	19-20	A/California/20/2020	
HA	MN948139	Yes	4	1754	H1N1	11/03/2019	IRD:Human	USA	California	19-20	A/California/201/2019	
HA	MN948147	Yes	4	1752	H1N1	11/04/2019	IRD:Human	USA	California	19-20	A/California/202/2019	
HA	MN948043	No	4	1752	H1N1	11/05/2019	IRD:Human	USA	California	19-20	A/California/203/2019	
HA	MN948155	Yes	4	1752	H1N1	11/07/2019	IRD:Human	USA	California	19-20	A/California/204/2019	
HA	CY215234	Yes	4	1752	H1N1	12/25/2016	IRD:Human	USA	California	16-17	A/California/205/2016	
HA	CY216865	Yes	4	1752	H1N1	12/25/2016	IRD:Human	USA	California	16-17	A/California/205/2016	
HA	MN948163	Yes	4	1752	H1N1	11/17/2019	IRD:Human	USA	California	19-20	A/California/206/2019	
HA	MN976233	Yes	4	1752	H1N1	11/15/2019	IRD:Human	USA	California	19-20	A/California/208/2019	
HA	MN976225	Yes	4	1752	H1N1	11/15/2019	IRD:Human	USA	California	19-20	A/California/208/2019	
HA	MN976242	Yes	4	1752	H1N1	11/15/2019	IRD:Human	USA	California	19-20	A/California/209/2019	
HA	MN976250	Yes	4	1752	H1N1	11/15/2019	IRD:Human	USA	California	19-20	A/California/209/2019	
HA	KC882057	No	4	1701	H1N1	09/29/2010	IRD:Human	USA	California	-N/A-	A/California/21/2010	
HA	KC882293	Yes	4	1701	H1N1	03/13/2011	IRD:Human	USA	California	10-11	A/California/21/2011	
HA	KC891516	No	4	1701	H1N1	02/20/2012	IRD:Human	USA	California	11-12	A/California/21/2012	
HA	KF648229	No	4	1701	H1N1	05/03/2013	IRD:Human	USA	California	12-13	A/California/21/2013	
HA	MH125738	Yes	4	1752	H1N1	01/15/2018	IRD:Human	USA	California	17-18	A/California/21/2018	
HA	MK715762	Yes	4	1752	H1N1	01/08/2019	IRD:Human	USA	California	18-19	A/California/21/2019	
HA	MT303288	Yes	4	1752	H1N1	01/22/2020	IRD:Human	USA	California	19-20	A/California/21/2020	
HA	MN976256	Yes	4	1752	H1N1	11/19/2019	IRD:Human	USA	California	19-20	A/California/210/2019	
HA	MN976266	Yes	4	1752	H1N1	11/19/2019	IRD:Human	USA	California	19-20	A/California/210/2019	
HA	MN976275	Yes	4	1752	H1N1	11/19/2019	IRD:Human	USA	California	19-20	A/California/211/2019	
HA	MN976282	Yes	4	1752	H1N1	11/19/2019	IRD:Human	USA	California	19-20	A/California/211/2019	
HA	MN976298	Yes	4	1752	H1N1	11/19/2019	IRD:Human	USA	California	19-20	A/California/212/2019	
HA	MN976287	Yes	4	1752	H1N1	11/19/2019	IRD:Human	USA	California	19-20	A/California/212/2019	
HA	MN976314	Yes	4	1752	H1N1	11/20/2019	IRD:Human	USA	California	19-20	A/California/213/2019	
HA	MN976303	Yes	4	1752	H1N1	11/20/2019	IRD:Human	USA	California	19-20	A/California/213/2019	
HA	CY218913	Yes	4	1752	H1N1	12/21/2016	IRD:Human	USA	California	16-17	A/California/215/2016	
HA	MN976322	Yes	4	1752	H1N1	11/28/2019	IRD:Human	USA	California	19-20	A/California/215/2019	
HA	MT034665	Yes	4	1752	H1N1	11/28/2019	IRD:Human	USA	California	19-20	A/California/215/2019	
HA	CY239561	Yes	4	1752	H1N1	12/13/2016	IRD:Human	USA	California	16-17	A/California/216/2016	
HA	CY220807	Yes	4	1752	H1N1	12/13/2016	IRD:Human	USA	California	16-17	A/California/216/2016	
HA	MN976329	Yes	4	1752	H1N1	11/30/2019	IRD:Human	USA	California	19-20	A/California/216/2019	
HA	CY220815	Yes	4	1752	H1N1	12/27/2016	IRD:Human	USA	California	16-17	A/California/217/2016	
HA	MN976337	Yes	4	1752	H1N1	12/02/2019	IRD:Human	USA	California	19-20	A/California/217/2019	
HA	KC882111	No	4	1701	H1N1	10/29/2010	IRD:Human	USA	California	10-11	A/California/22/2010	
HA	KX006261	Yes	4	1753	H1N1	01/22/2016	IRD:Human	USA	California	15-16	A/California/22/2016	
HA	MK715770	Yes	4	1752	H1N1	01/08/2019	IRD:Human	USA	California	18-19	A/California/22/2019	
HA	MT303296	Yes	4	1752	H1N1	01/22/2020	IRD:Human	USA	California	19-20	A/California/22/2020	
HA	MT034673	Yes	4	1752	H1N1	11/27/2019	IRD:Human	USA	California	19-20	A/California/220/2019	
HA	MT034681	Yes	4	1752	H1N1	11/29/2019	IRD:Human	USA	California	19-20	A/California/221/2019	
HA	MT034689	Yes	4	1752	H1N1	11/30/2019	IRD:Human	USA	California	19-20	A/California/222/2019	
HA	MT034697	Yes	4	1752	H1N1	12/09/2019	IRD:Human	USA	California	19-20	A/California/223/2019	
HA	MT034705	Yes	4	1752	H1N1	12/09/2019	IRD:Human	USA	California	19-20	A/California/223/2019	
HA	MT034714	Yes	4	1752	H1N1	11/27/2019	IRD:Human	USA	California	19-20	A/California/224/2019	
HA	MT057935	Yes	4	1752	H1N1	11/27/2019	IRD:Human	USA	California	19-20	A/California/224/2019	
HA	MT034719	Yes	4	1752	H1N1	12/06/2019	IRD:Human	USA	California	19-20	A/California/225/2019	
HA	MT057943	Yes	4	1752	H1N1	12/06/2019	IRD:Human	USA	California	19-20	A/California/225/2019	
HA	MT057954	Yes	4	1752	H1N1	12/10/2019	IRD:Human	USA	California	19-20	A/California/226/2019	
HA	MT034730	Yes	4	1752	H1N1	12/10/2019	IRD:Human	USA	California	19-20	A/California/226/2019	
HA	MT057971	Yes	4	1752	H1N1	12/04/2019	IRD:Human	USA	California	19-20	A/California/227/2019	
HA	MT057957	Yes	4	1752	H1N1	12/04/2019	IRD:Human	USA	California	19-20	A/California/227/2019	
HA	MT057975	Yes	4	1752	H1N1	12/05/2019	IRD:Human	USA	California	19-20	A/California/228/2019	
HA	MT057984	Yes	4	1752	H1N1	12/05/2019	IRD:Human	USA	California	19-20	A/California/228/2019	
HA	MT057997	Yes	4	1752	H1N1	12/18/2019	IRD:Human	USA	California	19-20	A/California/229/2019	
HA	MT057993	Yes	4	1752	H1N1	12/18/2019	IRD:Human	USA	California	19-20	A/California/229/2019	
HA	KC882117	No	4	1701	H1N1	10/19/2010	IRD:Human	USA	California	10-11	A/California/23/2010	
HA	KT836763	Yes	4	1701	H1N1	02/23/2015	IRD:Human	USA	California	14-15	A/California/23/2015	
HA	KX006229	Yes	4	1753	H1N1	01/14/2016	IRD:Human	USA	California	15-16	A/California/23/2016	
HA	MK715778	Yes	4	1752	H1N1	01/08/2019	IRD:Human	USA	California	18-19	A/California/23/2019	
HA	MT303304	Yes	4	1752	H1N1	01/28/2020	IRD:Human	USA	California	19-20	A/California/23/2020	
HA	MT058007	Yes	4	1752	H1N1	12/19/2019	IRD:Human	USA	California	19-20	A/California/230/2019	
HA	MT058015	Yes	4	1752	H1N1	12/19/2019	IRD:Human	USA	California	19-20	A/California/230/2019	
HA	MT058024	Yes	4	1753	H1N1	12/19/2019	IRD:Human	USA	California	19-20	A/California/231/2019	
HA	MT058031	Yes	4	1752	H1N1	12/19/2019	IRD:Human	USA	California	19-20	A/California/231/2019	
HA	MT058039	Yes	4	1752	H1N1	12/18/2019	IRD:Human	USA	California	19-20	A/California/233/2019	
HA	MT058047	Yes	4	1752	H1N1	12/23/2019	IRD:Human	USA	California	19-20	A/California/234/2019	
HA	MT167377	Yes	4	1752	H1N1	12/23/2019	IRD:Human	USA	California	19-20	A/California/234/2019	
HA	MT058055	Yes	4	1752	H1N1	12/31/2019	IRD:Human	USA	California	19-20	A/California/235/2019	
HA	MT167385	Yes	4	1752	H1N1	12/31/2019	IRD:Human	USA	California	19-20	A/California/235/2019	
HA	MT167393	Yes	4	1752	H1N1	11/29/2019	IRD:Human	USA	California	19-20	A/California/236/2019	
HA	MT167401	Yes	4	1752	H1N1	12/08/2019	IRD:Human	USA	California	19-20	A/California/238/2019	
HA	MT167409	Yes	4	1752	H1N1	12/22/2019	IRD:Human	USA	California	19-20	A/California/239/2019	
HA	GQ377095	No	4	1701	H1N1	05/29/2009	IRD:Human	USA	California	08-09	A/California/24/2009(H1N1)	
HA	KC891414	No	4	1701	H1N1	09/15/2011	IRD:Human	USA	California	-N/A-	A/California/24/2011	
HA	KF648169	No	4	1701	H1N1	08/08/2013	IRD:Human	USA	California	-N/A-	A/California/24/2013	
HA	MK715786	Yes	4	1753	H1N1	01/10/2019	IRD:Human	USA	California	18-19	A/California/24/2019	
HA	MT303312	Yes	4	1752	H1N1	01/31/2020	IRD:Human	USA	California	19-20	A/California/24/2020	
HA	MT167425	Yes	4	1752	H1N1	12/24/2019	IRD:Human	USA	California	19-20	A/California/240/2019	
HA	MT167417	Yes	4	1752	H1N1	12/24/2019	IRD:Human	USA	California	19-20	A/California/240/2019	
HA	MT167433	Yes	4	1754	H1N1	12/27/2019	IRD:Human	USA	California	19-20	A/California/243/2019	
HA	MT167441	Yes	4	1752	H1N1	12/20/2019	IRD:Human	USA	California	19-20	A/California/246/2019	
HA	MT167449	Yes	4	1752	H1N1	12/28/2019	IRD:Human	USA	California	19-20	A/California/247/2019	
HA	MT244191	Yes	4	1752	H1N1	12/28/2019	IRD:Human	USA	California	19-20	A/California/247/2019	
HA	MT244197	Yes	4	1752	H1N1	12/29/2019	IRD:Human	USA	California	19-20	A/California/248/2019	
HA	MT167457	Yes	4	1752	H1N1	12/29/2019	IRD:Human	USA	California	19-20	A/California/248/2019	
HA	MT167465	Yes	4	1752	H1N1	12/31/2019	IRD:Human	USA	California	19-20	A/California/249/2019	
HA	GQ457514	No	4	1701	H1N1	06/15/2009	IRD:Human	USA	California	08-09	A/California/25/2009(H1N1)	
HA	KC891437	No	4	1701	H1N1	03/30/2012	IRD:Human	USA	California	11-12	A/California/25/2012	
HA	KT274326	No	4	1701	H1N1	10/23/2013	IRD:Human	USA	California	13-14	A/California/25/2013	
HA	MT303320	Yes	4	1752	H1N1	02/01/2020	IRD:Human	USA	California	19-20	A/California/25/2020	
HA	EU716572	No	4	1698	H1N1	01/13/2007	IRD:Human	USA	California	06-07	A/California/26/2007	
HA	GQ475936	No	4	1698	H1N1	04/27/2009	IRD:Human	USA	California	08-09	A/California/26/2009(H1N1)	
HA	GQ476063	No	4	1698	H1N1	04/27/2009	IRD:Human	USA	California	08-09	A/California/26/2009(H1N1)	
HA	KX006269	Yes	4	1752	H1N1	01/08/2016	IRD:Human	USA	California	15-16	A/California/26/2016	
HA	MK715794	Yes	4	1752	H1N1	01/18/2019	IRD:Human	USA	California	18-19	A/California/26/2019	
HA	EU516299	No	4	1698	H1N1	10/24/2007	IRD:Human	USA	California	07-08	A/California/27/2007	
HA	GQ457517	No	4	1701	H1N1	05/01/2009	IRD:Human	USA	California	08-09	A/California/27/2009(H1N1)	
HA	KX006308	Yes	4	1752	H1N1	01/05/2016	IRD:Human	USA	California	15-16	A/California/27/2016	
HA	MK715801	Yes	4	1752	H1N1	01/21/2019	IRD:Human	USA	California	18-19	A/California/27/2019	
HA	EU516096	No	4	1698	H1N1	10/02/2007	IRD:Human	USA	California	07-08	A/California/28/2007	
HA	KX406467	Yes	4	1752	H1N1	01/14/2016	IRD:Human	USA	California	15-16	A/California/28/2016	
HA	MH125745	Yes	4	1752	H1N1	01/31/2018	IRD:Human	USA	California	17-18	A/California/28/2018	
HA	MK715810	Yes	4	1752	H1N1	01/22/2019	IRD:Human	USA	California	18-19	A/California/28/2019	
HA	MH701060	Yes	4	1752	H1N1	12/26/2017	IRD:Human	USA	California	17-18	A/California/28351/2017	
HA	MH701068	Yes	4	1752	H1N1	12/26/2017	IRD:Human	USA	California	17-18	A/California/28352/2017	
HA	KX406475	Yes	4	1752	H1N1	01/18/2016	IRD:Human	USA	California	15-16	A/California/29/2016	
HA	MK715818	Yes	4	1752	H1N1	01/25/2019	IRD:Human	USA	California	18-19	A/California/29/2019	
HA	KX406483	Yes	4	1752	H1N1	01/20/2016	IRD:Human	USA	California	15-16	A/California/30/2016	
HA	CY223469	Yes	4	1752	H1N1	01/13/2017	IRD:Human	USA	California	16-17	A/California/30/2017	
HA	MH125754	Yes	4	1752	H1N1	02/02/2018	IRD:Human	USA	California	17-18	A/California/30/2018	
HA	MK715826	Yes	4	1752	H1N1	01/25/2019	IRD:Human	USA	California	18-19	A/California/30/2019	
HA	KC882173	No	4	1701	H1N1	12/08/2010	IRD:Human	USA	California	10-11	A/California/31/2010	
HA	KT274401	No	4	1701	H1N1	11/13/2013	IRD:Human	USA	California	13-14	A/California/31/2013	
HA	KX406491	Yes	4	1752	H1N1	01/19/2016	IRD:Human	USA	California	15-16	A/California/31/2016	
HA	CY223477	Yes	4	1752	H1N1	01/18/2017	IRD:Human	USA	California	16-17	A/California/31/2017	
HA	MH125760	Yes	4	1752	H1N1	02/04/2018	IRD:Human	USA	California	17-18	A/California/31/2018	
HA	MK715834	Yes	4	1752	H1N1	01/18/2019	IRD:Human	USA	California	18-19	A/California/31/2019	
HA	KC891210	No	4	1701	H1N1	11/16/2011	IRD:Human	USA	California	11-12	A/California/32/2011	
HA	CY223485	Yes	4	1752	H1N1	01/23/2017	IRD:Human	USA	California	16-17	A/California/32/2017	
HA	MH443428	Yes	4	1752	H1N1	02/01/2018	IRD:Human	USA	California	17-18	A/California/32/2018	
HA	MH245930	Yes	4	1752	H1N1	02/01/2018	IRD:Human	USA	California	17-18	A/California/32/2018	
HA	MK715842	Yes	4	1752	H1N1	01/22/2019	IRD:Human	USA	California	18-19	A/California/32/2019	
HA	KC781609	No	4	1701	H1N1	08/06/2009	IRD:Human	USA	California	08-09	A/California/33/2009	
HA	KC891313	No	4	1701	H1N1	05/01/2012	IRD:Human	USA	California	11-12	A/California/33/2012	
HA	KT836845	Yes	4	1701	H1N1	01/15/2015	IRD:Human	USA	California	14-15	A/California/33/2015	
HA	CY223533	Yes	4	1752	H1N1	02/09/2017	IRD:Human	USA	California	16-17	A/California/33/2017	
HA	MH183498	Yes	4	1752	H1N1	01/29/2018	IRD:Human	USA	California	17-18	A/California/33/2018	
HA	MK715850	Yes	4	1752	H1N1	01/24/2019	IRD:Human	USA	California	18-19	A/California/33/2019	
HA	CY147201	No	4	1701	H1N1	01/17/2013	IRD:Human	USA	California	12-13	A/California/3309/2013	
HA	CY147203	No	4	1701	H1N1	01/29/2013	IRD:Human	USA	California	12-13	A/California/3311/2013	
HA	KC782222	No	4	1701	H1N1	08/14/2009	IRD:Human	USA	California	08-09	A/California/34/2009	
HA	KX406675	Yes	4	1752	H1N1	02/04/2016	IRD:Human	USA	California	15-16	A/California/34/2016	
HA	KY045043	Yes	4	1752	H1N1	02/04/2016	IRD:Human	USA	California	15-16	A/California/34/2016	
HA	CY224254	Yes	4	1752	H1N1	02/15/2017	IRD:Human	USA	California	16-17	A/California/34/2017	
HA	MH245894	Yes	4	1752	H1N1	02/01/2018	IRD:Human	USA	California	17-18	A/California/34/2018	
HA	MH443436	Yes	4	1752	H1N1	02/01/2018	IRD:Human	USA	California	17-18	A/California/34/2018	
HA	MK715858	Yes	4	1752	H1N1	01/28/2019	IRD:Human	USA	California	18-19	A/California/34/2019	
HA	CY163479	No	4	1701	H1N1	11/29/2013	IRD:Human	USA	California	13-14	A/California/3491/2013	
HA	CY163482	No	4	1701	H1N1	12/04/2013	IRD:Human	USA	California	13-14	A/California/3494/2013	
HA	KC781641	No	4	1701	H1N1	08/29/2009	IRD:Human	USA	California	08-09	A/California/35/2009	
HA	KT836705	Yes	4	1701	H1N1	01/09/2015	IRD:Human	USA	California	14-15	A/California/35/2015	
HA	MK715866	Yes	4	1752	H1N1	01/29/2019	IRD:Human	USA	California	18-19	A/California/35/2019	
HA	CY163493	No	4	1701	H1N1	12/03/2013	IRD:Human	USA	California	13-14	A/California/3505/2013	
HA	CY187199	No	4	1701	H1N1	12/24/2013	IRD:Human	USA	California	13-14	A/California/3531/2013	
HA	CY187200	No	4	1701	H1N1	12/24/2013	IRD:Human	USA	California	13-14	A/California/3532/2013	
HA	CY187201	No	4	1701	H1N1	12/28/2013	IRD:Human	USA	California	13-14	A/California/3533/2013	
HA	CY187202	No	4	1701	H1N1	12/27/2013	IRD:Human	USA	California	13-14	A/California/3534/2013	
HA	CY187203	No	4	1701	H1N1	12/29/2013	IRD:Human	USA	California	13-14	A/California/3535/2013	
HA	CY187204	No	4	1701	H1N1	12/27/2013	IRD:Human	USA	California	13-14	A/California/3536/2013	
HA	CY187205	No	4	1701	H1N1	12/31/2013	IRD:Human	USA	California	13-14	A/California/3537/2013	
HA	CY187206	No	4	1701	H1N1	12/30/2013	IRD:Human	USA	California	13-14	A/California/3538/2013	
HA	CY187207	No	4	1701	H1N1	01/02/2014	IRD:Human	USA	California	13-14	A/California/3539/2014	
HA	CY187208	No	4	1701	H1N1	01/03/2014	IRD:Human	USA	California	13-14	A/California/3540/2014	
HA	CY187209	No	4	1701	H1N1	01/04/2014	IRD:Human	USA	California	13-14	A/California/3541/2014	
HA	CY187210	No	4	1701	H1N1	01/04/2014	IRD:Human	USA	California	13-14	A/California/3542/2014	
HA	CY187211	No	4	1701	H1N1	01/06/2014	IRD:Human	USA	California	13-14	A/California/3543/2014	
HA	CY187212	No	4	1701	H1N1	01/06/2014	IRD:Human	USA	California	13-14	A/California/3544/2014	
HA	CY187213	No	4	1701	H1N1	01/30/2014	IRD:Human	USA	California	13-14	A/California/3545/2014	
HA	CY187214	No	4	1701	H1N1	01/16/2014	IRD:Human	USA	California	13-14	A/California/3546/2014	
HA	CY187215	No	4	1701	H1N1	01/16/2014	IRD:Human	USA	California	13-14	A/California/3547/2014	
HA	CY187216	No	4	1701	H1N1	12/12/2013	IRD:Human	USA	California	13-14	A/California/3548/2013	
HA	CY187217	No	4	1701	H1N1	12/20/2013	IRD:Human	USA	California	13-14	A/California/3549/2013	
HA	CY187218	No	4	1701	H1N1	12/19/2013	IRD:Human	USA	California	13-14	A/California/3550/2013	
