"","Var1","Freq","site"
"854","2021-06-10",1,"614"
"855","2021-06-11",6,"614"
"856","2020",15,"701"
"857","2020-02",1,"701"
"858","2020-03",2,"701"
"859","2020-03-10",1,"701"
"860","2020-03-14",1,"701"
"861","2020-03-25",1,"701"
"862","2020-03-27",2,"701"
"863","2020-03-29",1,"701"
"864","2020-03-31",1,"701"
"865","2020-04-03",2,"701"
"866","2020-04-07",1,"701"
"867","2020-04-08",1,"701"
"868","2020-04-09",1,"701"
"869","2020-04-11",1,"701"
"870","2020-04-15",1,"701"
"871","2020-04-20",2,"701"
"872","2020-04-21",2,"701"
"873","2020-04-29",2,"701"
"874","2020-05",5,"701"
"875","2020-05-02",1,"701"
"876","2020-05-07",2,"701"
"877","2020-05-11",1,"701"
"878","2020-05-12",1,"701"
"879","2020-05-16",1,"701"
"880","2020-05-17",3,"701"
"881","2020-05-22",2,"701"
"882","2020-05-23",1,"701"
"883","2020-05-24",4,"701"
"884","2020-05-25",3,"701"
"885","2020-05-27",3,"701"
"886","2020-05-29",2,"701"
"887","2020-05-31",1,"701"
"888","2020-06-03",1,"701"
"889","2020-06-04",4,"701"
"890","2020-06-05",1,"701"
"891","2020-06-06",7,"701"
"892","2020-06-07",1,"701"
"893","2020-06-08",3,"701"
"894","2020-06-09",3,"701"
"895","2020-06-10",3,"701"
"896","2020-06-11",2,"701"
"897","2020-06-12",3,"701"
"898","2020-06-13",3,"701"
"899","2020-06-14",1,"701"
"900","2020-06-15",8,"701"
"901","2020-06-16",1,"701"
"902","2020-06-18",7,"701"
"903","2020-06-19",1,"701"
"904","2020-06-20",1,"701"
"905","2020-06-21",1,"701"
"906","2020-06-22",5,"701"
"907","2020-06-23",6,"701"
"908","2020-06-24",4,"701"
"909","2020-06-25",9,"701"
"910","2020-06-26",3,"701"
"911","2020-06-29",2,"701"
"912","2020-06-30",2,"701"
"913","2020-07-02",1,"701"
"914","2020-07-03",1,"701"
"915","2020-07-05",2,"701"
"916","2020-07-06",2,"701"
"917","2020-07-09",2,"701"
"918","2020-07-10",2,"701"
"919","2020-07-12",1,"701"
"920","2020-07-13",1,"701"
"921","2020-07-14",4,"701"
"922","2020-07-18",7,"701"
"923","2020-07-21",3,"701"
"924","2020-07-22",1,"701"
"925","2020-07-23",1,"701"
"926","2020-07-27",1,"701"
"927","2020-07-29",1,"701"
"928","2020-07-30",1,"701"
"929","2020-08-01",3,"701"
"930","2020-08-02",1,"701"
"931","2020-08-03",1,"701"
"932","2020-08-14",2,"701"
"933","2020-08-16",1,"701"
"934","2020-08-20",4,"701"
"935","2020-08-21",2,"701"
"936","2020-08-25",2,"701"
"937","2020-08-26",2,"701"
"938","2020-08-28",2,"701"
"939","2020-08-31",2,"701"
"940","2020-09-01",23,"701"
"941","2020-09-02",3,"701"
"942","2020-09-03",8,"701"
"943","2020-09-04",4,"701"
"944","2020-09-07",2,"701"
"945","2020-09-08",3,"701"
"946","2020-09-09",3,"701"
"947","2020-09-10",5,"701"
"948","2020-09-11",6,"701"
"949","2020-09-12",4,"701"
"950","2020-09-14",4,"701"
"951","2020-09-15",22,"701"
"952","2020-09-16",6,"701"
"953","2020-09-17",6,"701"
"954","2020-09-18",12,"701"
"955","2020-09-19",2,"701"
"956","2020-09-20",2,"701"
"957","2020-09-21",7,"701"
"958","2020-09-22",5,"701"
"959","2020-09-23",8,"701"
"960","2020-09-24",1,"701"
"961","2020-09-25",4,"701"
"962","2020-09-27",3,"701"
"963","2020-09-28",13,"701"
"964","2020-09-29",20,"701"
"965","2020-09-30",3,"701"
"966","2020-10",3,"701"
"967","2020-10-01",6,"701"
"968","2020-10-02",7,"701"
"969","2020-10-03",1,"701"
"970","2020-10-05",4,"701"
"971","2020-10-06",5,"701"
"972","2020-10-07",8,"701"
"973","2020-10-08",12,"701"
"974","2020-10-09",11,"701"
"975","2020-10-10",4,"701"
"976","2020-10-12",16,"701"
"977","2020-10-13",9,"701"
"978","2020-10-14",16,"701"
"979","2020-10-15",19,"701"
"980","2020-10-16",13,"701"
"981","2020-10-17",2,"701"
"982","2020-10-18",23,"701"
"983","2020-10-19",9,"701"
"984","2020-10-20",5,"701"
"985","2020-10-21",19,"701"
"986","2020-10-22",17,"701"
"987","2020-10-23",18,"701"
"988","2020-10-24",5,"701"
"989","2020-10-25",4,"701"
"990","2020-10-26",21,"701"
"991","2020-10-27",18,"701"
"992","2020-10-28",19,"701"
"993","2020-10-29",13,"701"
"994","2020-10-30",25,"701"
"995","2020-10-31",17,"701"
"996","2020-11",5,"701"
"997","2020-11-01",3,"701"
"998","2020-11-02",42,"701"
"999","2020-11-03",25,"701"
"1000","2020-11-04",42,"701"
"1001","2020-11-05",35,"701"
"1002","2020-11-06",36,"701"
"1003","2020-11-07",13,"701"
"1004","2020-11-08",8,"701"
"1005","2020-11-09",10,"701"
"1006","2020-11-10",13,"701"
"1007","2020-11-11",28,"701"
"1008","2020-11-12",38,"701"
"1009","2020-11-13",31,"701"
"1010","2020-11-14",9,"701"
"1011","2020-11-15",8,"701"
"1012","2020-11-16",12,"701"
"1013","2020-11-17",17,"701"
"1014","2020-11-18",44,"701"
"1015","2020-11-19",51,"701"
"1016","2020-11-20",45,"701"
"1017","2020-11-21",14,"701"
"1018","2020-11-22",5,"701"
"1019","2020-11-23",45,"701"
"1020","2020-11-24",71,"701"
"1021","2020-11-25",39,"701"
"1022","2020-11-26",16,"701"
"1023","2020-11-27",16,"701"
"1024","2020-11-28",8,"701"
"1025","2020-11-29",10,"701"
"1026","2020-11-30",26,"701"
"1027","2020-12",10,"701"
"1028","2020-12-01",69,"701"
"1029","2020-12-02",23,"701"
"1030","2020-12-03",33,"701"
"1031","2020-12-04",24,"701"
"1032","2020-12-05",15,"701"
"1033","2020-12-06",23,"701"
"1034","2020-12-07",63,"701"
"1035","2020-12-08",21,"701"
"1036","2020-12-09",51,"701"
"1037","2020-12-10",41,"701"
"1038","2020-12-11",41,"701"
"1039","2020-12-12",17,"701"
"1040","2020-12-13",9,"701"
"1041","2020-12-14",72,"701"
"1042","2020-12-15",71,"701"
"1043","2020-12-16",28,"701"
"1044","2020-12-17",67,"701"
"1045","2020-12-18",79,"701"
"1046","2020-12-19",14,"701"
"1047","2020-12-20",24,"701"
"1048","2020-12-21",111,"701"
"1049","2020-12-22",80,"701"
"1050","2020-12-23",72,"701"
"1051","2020-12-24",80,"701"
"1052","2020-12-25",34,"701"
"1053","2020-12-26",39,"701"
"1054","2020-12-27",51,"701"
"1055","2020-12-28",126,"701"
"1056","2020-12-29",153,"701"
"1057","2020-12-30",96,"701"
"1058","2020-12-31",65,"701"
"1059","2021",159,"701"
"1060","2021-01",112,"701"
"1061","2021-01-01",43,"701"
"1062","2021-01-02",63,"701"
"1063","2021-01-03",41,"701"
"1064","2021-01-04",226,"701"
"1065","2021-01-05",176,"701"
"1066","2021-01-06",118,"701"
"1067","2021-01-07",104,"701"
"1068","2021-01-08",102,"701"
"1069","2021-01-09",45,"701"
"1070","2021-01-10",47,"701"
"1071","2021-01-11",191,"701"
"1072","2021-01-12",163,"701"
"1073","2021-01-13",176,"701"
"1074","2021-01-14",141,"701"
"1075","2021-01-15",123,"701"
"1076","2021-01-16",77,"701"
"1077","2021-01-17",52,"701"
"1078","2021-01-18",170,"701"
"1079","2021-01-19",121,"701"
"1080","2021-01-20",125,"701"
"1081","2021-01-21",150,"701"
"1082","2021-01-22",182,"701"
"1083","2021-01-23",68,"701"
"1084","2021-01-24",81,"701"
"1085","2021-01-25",174,"701"
"1086","2021-01-26",159,"701"
"1087","2021-01-27",177,"701"
"1088","2021-01-28",157,"701"
"1089","2021-01-29",168,"701"
"1090","2021-01-30",107,"701"
"1091","2021-01-31",64,"701"
"1092","2021-02",168,"701"
"1093","2021-02-01",186,"701"
"1094","2021-02-02",208,"701"
"1095","2021-02-03",186,"701"
"1096","2021-02-04",171,"701"
"1097","2021-02-05",187,"701"
"1098","2021-02-06",126,"701"
"1099","2021-02-07",97,"701"
"1100","2021-02-08",436,"701"
"1101","2021-02-09",252,"701"
"1102","2021-02-10",189,"701"
"1103","2021-02-11",365,"701"
"1104","2021-02-12",206,"701"
"1105","2021-02-13",147,"701"
"1106","2021-02-14",120,"701"
"1107","2021-02-15",301,"701"
"1108","2021-02-16",319,"701"
"1109","2021-02-17",281,"701"
"1110","2021-02-18",257,"701"
"1111","2021-02-19",281,"701"
"1112","2021-02-20",168,"701"
"1113","2021-02-21",138,"701"
"1114","2021-02-22",443,"701"
"1115","2021-02-23",366,"701"
"1116","2021-02-24",330,"701"
"1117","2021-02-25",272,"701"
"1118","2021-02-26",332,"701"
"1119","2021-02-27",230,"701"
"1120","2021-02-28",181,"701"
"1121","2021-03",462,"701"
"1122","2021-03-01",478,"701"
"1123","2021-03-02",454,"701"
"1124","2021-03-03",478,"701"
"1125","2021-03-04",305,"701"
"1126","2021-03-05",303,"701"
"1127","2021-03-06",195,"701"
"1128","2021-03-07",186,"701"
"1129","2021-03-08",590,"701"
"1130","2021-03-09",500,"701"
"1131","2021-03-10",474,"701"
"1132","2021-03-11",435,"701"
"1133","2021-03-12",530,"701"
"1134","2021-03-13",350,"701"
"1135","2021-03-14",272,"701"
"1136","2021-03-15",605,"701"
"1137","2021-03-16",675,"701"
"1138","2021-03-17",536,"701"
"1139","2021-03-18",524,"701"
"1140","2021-03-19",539,"701"
"1141","2021-03-20",398,"701"
"1142","2021-03-21",407,"701"
"1143","2021-03-22",777,"701"
"1144","2021-03-23",724,"701"
"1145","2021-03-24",710,"701"
"1146","2021-03-25",698,"701"
"1147","2021-03-26",606,"701"
"1148","2021-03-27",494,"701"
"1149","2021-03-28",321,"701"
"1150","2021-03-29",878,"701"
"1151","2021-03-30",735,"701"
"1152","2021-03-31",735,"701"
"1153","2021-04",411,"701"
"1154","2021-04-01",726,"701"
"1155","2021-04-02",583,"701"
"1156","2021-04-03",437,"701"
"1157","2021-04-04",339,"701"
"1158","2021-04-05",712,"701"
"1159","2021-04-06",688,"701"
"1160","2021-04-07",665,"701"
"1161","2021-04-08",620,"701"
"1162","2021-04-09",692,"701"
"1163","2021-04-10",524,"701"
"1164","2021-04-11",423,"701"
"1165","2021-04-12",841,"701"
"1166","2021-04-13",848,"701"
"1167","2021-04-14",740,"701"
"1168","2021-04-15",619,"701"
"1169","2021-04-16",596,"701"
"1170","2021-04-17",477,"701"
"1171","2021-04-18",319,"701"
"1172","2021-04-19",686,"701"
"1173","2021-04-20",546,"701"
"1174","2021-04-21",600,"701"
"1175","2021-04-22",480,"701"
"1176","2021-04-23",497,"701"
"1177","2021-04-24",328,"701"
"1178","2021-04-25",267,"701"
"1179","2021-04-26",612,"701"
"1180","2021-04-27",568,"701"
"1181","2021-04-28",487,"701"
"1182","2021-04-29",481,"701"
"1183","2021-04-30",418,"701"
"1184","2021-05",89,"701"
"1185","2021-05-01",287,"701"
"1186","2021-05-02",220,"701"
"1187","2021-05-03",505,"701"
"1188","2021-05-04",467,"701"
"1189","2021-05-05",453,"701"
"1190","2021-05-06",339,"701"
"1191","2021-05-07",322,"701"
"1192","2021-05-08",180,"701"
"1193","2021-05-09",168,"701"
"1194","2021-05-10",376,"701"
"1195","2021-05-11",422,"701"
"1196","2021-05-12",297,"701"
"1197","2021-05-13",222,"701"
"1198","2021-05-14",206,"701"
"1199","2021-05-15",139,"701"
"1200","2021-05-16",94,"701"
"1201","2021-05-17",256,"701"
"1202","2021-05-18",234,"701"
"1203","2021-05-19",145,"701"
"1204","2021-05-20",159,"701"
"1205","2021-05-21",148,"701"
"1206","2021-05-22",89,"701"
"1207","2021-05-23",53,"701"
"1208","2021-05-24",81,"701"
"1209","2021-05-25",151,"701"
"1210","2021-05-26",93,"701"
"1211","2021-05-27",78,"701"
"1212","2021-05-28",48,"701"
"1213","2021-05-29",39,"701"
"1214","2021-05-30",30,"701"
"1215","2021-05-31",45,"701"
"1216","2021-06-01",32,"701"
"1217","2021-06-02",26,"701"
"1218","2021-06-03",8,"701"
"1219","2021-06-04",7,"701"
"1220","2021-06-05",13,"701"
"1221","2021-06-06",3,"701"
"1222","2021-06-07",4,"701"
"1223","2021-06-08",3,"701"
"1224","1972-12-27",1,"681"
"1225","1985-02-09",1,"681"
"1226","1987-06-22",1,"681"
"1227","1996-09-13",1,"681"
"1228","2016-04-16",1,"681"
"1229","2020",473,"681"
"1230","2020-01-22",1,"681"
"1231","2020-01-29",1,"681"
"1232","2020-02-07",1,"681"
"1233","2020-03",1,"681"
"1234","2020-03-12",1,"681"
"1235","2020-03-13",1,"681"
"1236","2020-03-15",2,"681"
"1237","2020-03-16",2,"681"
"1238","2020-03-17",2,"681"
"1239","2020-03-20",2,"681"
"1240","2020-03-21",1,"681"
"1241","2020-03-22",1,"681"
"1242","2020-03-23",1,"681"
"1243","2020-03-24",1,"681"
"1244","2020-03-25",1,"681"
"1245","2020-03-27",6,"681"
"1246","2020-03-28",3,"681"
"1247","2020-03-29",4,"681"
"1248","2020-03-30",2,"681"
"1249","2020-04-01",1,"681"
"1250","2020-04-03",1,"681"
"1251","2020-04-07",4,"681"
"1252","2020-04-08",4,"681"
"1253","2020-04-09",1,"681"
"1254","2020-04-10",2,"681"
"1255","2020-04-12",2,"681"
"1256","2020-04-14",1,"681"
"1257","2020-04-15",2,"681"
"1258","2020-04-16",7,"681"
"1259","2020-04-17",2,"681"
"1260","2020-04-19",1,"681"
"1261","2020-04-21",2,"681"
"1262","2020-04-22",1,"681"
"1263","2020-04-23",4,"681"
"1264","2020-04-24",2,"681"
"1265","2020-04-26",1,"681"
"1266","2020-04-27",1,"681"
"1267","2020-04-28",1,"681"
"1268","2020-04-30",2,"681"
"1269","2020-05-03",1,"681"
"1270","2020-05-04",1,"681"
"1271","2020-05-05",1,"681"
"1272","2020-05-06",1,"681"
"1273","2020-05-08",1,"681"
"1274","2020-05-09",1,"681"
"1275","2020-05-10",1,"681"
"1276","2020-05-11",2,"681"
"1277","2020-05-14",1,"681"
"1278","2020-05-16",1,"681"
"1279","2020-05-18",6,"681"
"1280","2020-05-20",1,"681"
"1281","2020-05-24",2,"681"
"1282","2020-05-26",2,"681"
"1283","2020-05-27",2,"681"
"1284","2020-05-29",1,"681"
"1285","2020-05-31",2,"681"
"1286","2020-06",1,"681"
"1287","2020-06-01",3,"681"
"1288","2020-06-02",5,"681"
"1289","2020-06-03",5,"681"
"1290","2020-06-04",1,"681"
"1291","2020-06-05",3,"681"
"1292","2020-06-06",2,"681"
"1293","2020-06-07",1,"681"
"1294","2020-06-08",2,"681"
"1295","2020-06-09",2,"681"
"1296","2020-06-10",4,"681"
"1297","2020-06-11",14,"681"
"1298","2020-06-12",3,"681"
"1299","2020-06-13",2,"681"
"1300","2020-06-14",2,"681"
"1301","2020-06-15",2,"681"
"1302","2020-06-16",1,"681"
"1303","2020-06-17",2,"681"
"1304","2020-06-18",4,"681"
"1305","2020-06-19",3,"681"
"1306","2020-06-21",1,"681"
"1307","2020-06-22",1,"681"
"1308","2020-06-26",1,"681"
"1309","2020-06-27",1,"681"
"1310","2020-06-28",4,"681"
"1311","2020-06-29",2,"681"
"1312","2020-06-30",5,"681"
"1313","2020-07",2,"681"
"1314","2020-07-01",2,"681"
"1315","2020-07-03",1,"681"
"1316","2020-07-04",3,"681"
"1317","2020-07-07",2,"681"
"1318","2020-07-08",1,"681"
"1319","2020-07-09",4,"681"
"1320","2020-07-10",2,"681"
"1321","2020-07-11",1,"681"
"1322","2020-07-12",1,"681"
"1323","2020-07-14",1,"681"
"1324","2020-07-15",1,"681"
"1325","2020-07-16",5,"681"
"1326","2020-07-17",1,"681"
"1327","2020-07-18",1,"681"
"1328","2020-07-19",1,"681"
"1329","2020-07-20",2,"681"
"1330","2020-07-21",6,"681"
"1331","2020-07-22",27,"681"
"1332","2020-07-23",1,"681"
"1333","2020-07-24",4,"681"
"1334","2020-07-25",3,"681"
"1335","2020-07-26",2,"681"
"1336","2020-07-27",2,"681"
"1337","2020-07-28",5,"681"
"1338","2020-07-29",9,"681"
"1339","2020-07-30",5,"681"
"1340","2020-07-31",13,"681"
"1341","2020-08-02",4,"681"
"1342","2020-08-03",3,"681"
"1343","2020-08-04",3,"681"
"1344","2020-08-05",12,"681"
"1345","2020-08-06",21,"681"
"1346","2020-08-07",17,"681"
"1347","2020-08-08",6,"681"
"1348","2020-08-09",11,"681"
"1349","2020-08-10",28,"681"
"1350","2020-08-11",38,"681"
"1351","2020-08-12",19,"681"
"1352","2020-08-13",9,"681"
"1353","2020-08-14",6,"681"
"1354","2020-08-15",5,"681"
"1355","2020-08-16",15,"681"
"1356","2020-08-17",15,"681"
"1357","2020-08-18",23,"681"
"1358","2020-08-19",9,"681"
"1359","2020-08-20",11,"681"
"1360","2020-08-21",5,"681"
"1361","2020-08-22",3,"681"
"1362","2020-08-23",1,"681"
"1363","2020-08-24",9,"681"
"1364","2020-08-25",6,"681"
"1365","2020-08-26",13,"681"
"1366","2020-08-27",11,"681"
"1367","2020-08-28",7,"681"
"1368","2020-08-29",1,"681"
"1369","2020-08-30",1,"681"
"1370","2020-08-31",6,"681"
"1371","2020-09",3,"681"
"1372","2020-09-01",13,"681"
"1373","2020-09-02",11,"681"
"1374","2020-09-03",16,"681"
"1375","2020-09-04",8,"681"
"1376","2020-09-05",3,"681"
"1377","2020-09-07",4,"681"
"1378","2020-09-08",4,"681"
"1379","2020-09-09",17,"681"
"1380","2020-09-10",11,"681"
"1381","2020-09-11",10,"681"
"1382","2020-09-12",3,"681"
"1383","2020-09-13",5,"681"
"1384","2020-09-14",4,"681"
"1385","2020-09-15",13,"681"
"1386","2020-09-16",7,"681"
"1387","2020-09-17",7,"681"
"1388","2020-09-18",13,"681"
"1389","2020-09-19",5,"681"
"1390","2020-09-20",4,"681"
"1391","2020-09-21",18,"681"
"1392","2020-09-22",7,"681"
"1393","2020-09-23",15,"681"
"1394","2020-09-24",19,"681"
"1395","2020-09-25",9,"681"
"1396","2020-09-26",9,"681"
"1397","2020-09-27",5,"681"
"1398","2020-09-28",16,"681"
"1399","2020-09-29",26,"681"
"1400","2020-09-30",10,"681"
"1401","2020-10",3,"681"
"1402","2020-10-01",11,"681"
"1403","2020-10-02",9,"681"
"1404","2020-10-03",12,"681"
"1405","2020-10-04",6,"681"
"1406","2020-10-05",31,"681"
"1407","2020-10-06",12,"681"
"1408","2020-10-07",8,"681"
"1409","2020-10-08",25,"681"
"1410","2020-10-09",33,"681"
"1411","2020-10-10",8,"681"
"1412","2020-10-11",20,"681"
"1413","2020-10-12",19,"681"
"1414","2020-10-13",15,"681"
"1415","2020-10-14",14,"681"
"1416","2020-10-15",20,"681"
"1417","2020-10-16",7,"681"
"1418","2020-10-17",6,"681"
"1419","2020-10-18",3,"681"
"1420","2020-10-19",24,"681"
"1421","2020-10-20",22,"681"
"1422","2020-10-21",42,"681"
"1423","2020-10-22",42,"681"
"1424","2020-10-23",20,"681"
"1425","2020-10-24",38,"681"
"1426","2020-10-25",8,"681"
"1427","2020-10-26",17,"681"
"1428","2020-10-27",24,"681"
"1429","2020-10-28",22,"681"
"1430","2020-10-29",46,"681"
"1431","2020-10-30",29,"681"
"1432","2020-10-31",23,"681"
"1433","2020-11",12,"681"
"1434","2020-11-01",67,"681"
"1435","2020-11-02",93,"681"
"1436","2020-11-03",39,"681"
"1437","2020-11-04",52,"681"
"1438","2020-11-05",152,"681"
"1439","2020-11-06",61,"681"
"1440","2020-11-07",27,"681"
"1441","2020-11-08",139,"681"
"1442","2020-11-09",112,"681"
"1443","2020-11-10",77,"681"
"1444","2020-11-11",74,"681"
"1445","2020-11-12",184,"681"
"1446","2020-11-13",221,"681"
"1447","2020-11-14",173,"681"
"1448","2020-11-15",113,"681"
"1449","2020-11-16",66,"681"
"1450","2020-11-17",156,"681"
"1451","2020-11-18",147,"681"
"1452","2020-11-19",96,"681"
"1453","2020-11-20",64,"681"
"1454","2020-11-21",156,"681"
"1455","2020-11-22",312,"681"
"1456","2020-11-23",139,"681"
"1457","2020-11-24",69,"681"
"1458","2020-11-25",59,"681"
"1459","2020-11-26",127,"681"
"1460","2020-11-27",134,"681"
"1461","2020-11-28",112,"681"
"1462","2020-11-29",84,"681"
"1463","2020-11-30",145,"681"
"1464","2020-12",63,"681"
"1465","2020-12-01",133,"681"
"1466","2020-12-02",150,"681"
"1467","2020-12-03",132,"681"
"1468","2020-12-04",244,"681"
"1469","2020-12-05",160,"681"
"1470","2020-12-06",94,"681"
"1471","2020-12-07",412,"681"
"1472","2020-12-08",292,"681"
"1473","2020-12-09",313,"681"
"1474","2020-12-10",1109,"681"
"1475","2020-12-11",492,"681"
"1476","2020-12-12",383,"681"
"1477","2020-12-13",616,"681"
"1478","2020-12-14",873,"681"
"1479","2020-12-15",877,"681"
"1480","2020-12-16",918,"681"
"1481","2020-12-17",1121,"681"
"1482","2020-12-18",1179,"681"
"1483","2020-12-19",657,"681"
"1484","2020-12-20",630,"681"
"1485","2020-12-21",1011,"681"
"1486","2020-12-22",699,"681"
"1487","2020-12-23",633,"681"
"1488","2020-12-24",694,"681"
"1489","2020-12-25",383,"681"
"1490","2020-12-26",1122,"681"
"1491","2020-12-27",964,"681"
"1492","2020-12-28",1086,"681"
"1493","2020-12-29",1830,"681"
"1494","2020-12-30",1221,"681"
"1495","2020-12-31",1251,"681"
"1496","2021",5428,"681"
"1497","2021-01",803,"681"
"1498","2021-01-01",768,"681"
"1499","2021-01-02",1973,"681"
"1500","2021-01-03",1720,"681"
"1501","2021-01-04",2307,"681"
"1502","2021-01-05",1890,"681"
"1503","2021-01-06",1201,"681"
"1504","2021-01-07",1636,"681"
"1505","2021-01-08",1848,"681"
"1506","2021-01-09",2063,"681"
"1507","2021-01-10",1557,"681"
"1508","2021-01-11",2850,"681"
"1509","2021-01-12",2813,"681"
"1510","2021-01-13",1961,"681"
"1511","2021-01-14",2401,"681"
"1512","2021-01-15",2729,"681"
"1513","2021-01-16",2010,"681"
"1514","2021-01-17",2038,"681"
"1515","2021-01-18",3083,"681"
"1516","2021-01-19",2898,"681"
"1517","2021-01-20",2685,"681"
"1518","2021-01-21",2511,"681"
"1519","2021-01-22",2957,"681"
"1520","2021-01-23",2059,"681"
"1521","2021-01-24",1794,"681"
"1522","2021-01-25",5251,"681"
"1523","2021-01-26",4013,"681"
"1524","2021-01-27",4112,"681"
"1525","2021-01-28",3812,"681"
"1526","2021-01-29",4503,"681"
"1527","2021-01-30",3264,"681"
"1528","2021-01-31",2274,"681"
"1529","2021-02",7223,"681"
"1530","2021-02-01",4324,"681"
"1531","2021-02-02",3691,"681"
"1532","2021-02-03",3507,"681"
"1533","2021-02-04",3439,"681"
"1534","2021-02-05",3000,"681"
"1535","2021-02-06",2258,"681"
"1536","2021-02-07",2487,"681"
"1537","2021-02-08",6180,"681"
"1538","2021-02-09",4485,"681"
"1539","2021-02-10",4551,"681"
"1540","2021-02-11",4203,"681"
"1541","2021-02-12",4478,"681"
"1542","2021-02-13",2793,"681"
"1543","2021-02-14",3039,"681"
"1544","2021-02-15",8102,"681"
"1545","2021-02-16",5703,"681"
"1546","2021-02-17",4581,"681"
"1547","2021-02-18",4725,"681"
"1548","2021-02-19",4677,"681"
"1549","2021-02-20",3364,"681"
"1550","2021-02-21",3766,"681"
"1551","2021-02-22",9230,"681"
"1552","2021-02-23",5789,"681"
"1553","2021-02-24",6163,"681"
"1554","2021-02-25",6848,"681"
"1555","2021-02-26",5400,"681"
"1556","2021-02-27",3501,"681"
"1557","2021-02-28",3860,"681"
"1558","2021-03",4526,"681"
"1559","2021-03-01",9898,"681"
"1560","2021-03-02",7563,"681"
"1561","2021-03-03",7415,"681"
"1562","2021-03-04",6098,"681"
"1563","2021-03-05",6526,"681"
"1564","2021-03-06",4209,"681"
"1565","2021-03-07",3623,"681"
"1566","2021-03-08",12236,"681"
"1567","2021-03-09",8580,"681"
"1568","2021-03-10",9256,"681"
"1569","2021-03-11",8573,"681"
"1570","2021-03-12",8103,"681"
"1571","2021-03-13",5704,"681"
"1572","2021-03-14",5153,"681"
"1573","2021-03-15",14497,"681"
"1574","2021-03-16",10952,"681"
"1575","2021-03-17",8547,"681"
"1576","2021-03-18",9208,"681"
"1577","2021-03-19",7577,"681"
"1578","2021-03-20",5978,"681"
"1579","2021-03-21",5924,"681"
"1580","2021-03-22",15667,"681"
"1581","2021-03-23",10155,"681"
"1582","2021-03-24",9760,"681"
"1583","2021-03-25",10391,"681"
"1584","2021-03-26",9510,"681"
"1585","2021-03-27",6174,"681"
"1586","2021-03-28",5240,"681"
"1587","2021-03-29",15236,"681"
"1588","2021-03-30",11191,"681"
"1589","2021-03-31",9337,"681"
"1590","2021-04",4527,"681"
"1591","2021-04-01",9687,"681"
"1592","2021-04-02",7586,"681"
"1593","2021-04-03",5748,"681"
"1594","2021-04-04",5360,"681"
"1595","2021-04-05",11857,"681"
"1596","2021-04-06",10353,"681"
"1597","2021-04-07",9976,"681"
"1598","2021-04-08",9661,"681"
"1599","2021-04-09",9472,"681"
"1600","2021-04-10",6891,"681"
"1601","2021-04-11",4989,"681"
"1602","2021-04-12",15142,"681"
"1603","2021-04-13",11870,"681"
"1604","2021-04-14",10183,"681"
"1605","2021-04-15",9005,"681"
"1606","2021-04-16",8960,"681"
"1607","2021-04-17",5898,"681"
"1608","2021-04-18",4287,"681"
"1609","2021-04-19",13583,"681"
"1610","2021-04-20",10116,"681"
"1611","2021-04-21",9431,"681"
"1612","2021-04-22",8975,"681"
"1613","2021-04-23",8770,"681"
"1614","2021-04-24",5399,"681"
"1615","2021-04-25",4168,"681"
"1616","2021-04-26",14049,"681"
"1617","2021-04-27",10252,"681"
"1618","2021-04-28",8331,"681"
"1619","2021-04-29",8993,"681"
"1620","2021-04-30",8159,"681"
"1621","2021-05",2831,"681"
"1622","2021-05-01",4763,"681"
"1623","2021-05-02",3888,"681"
"1624","2021-05-03",14339,"681"
"1625","2021-05-04",8492,"681"
"1626","2021-05-05",8089,"681"
"1627","2021-05-06",7630,"681"
"1628","2021-05-07",7015,"681"
"1629","2021-05-08",4469,"681"
"1630","2021-05-09",3366,"681"
"1631","2021-05-10",12488,"681"
"1632","2021-05-11",7347,"681"
"1633","2021-05-12",6237,"681"
"1634","2021-05-13",4797,"681"
"1635","2021-05-14",5344,"681"
"1636","2021-05-15",3836,"681"
"1637","2021-05-16",2692,"681"
"1638","2021-05-17",10329,"681"
"1639","2021-05-18",5962,"681"
"1640","2021-05-19",4894,"681"
"1641","2021-05-20",4556,"681"
"1642","2021-05-21",3742,"681"
"1643","2021-05-22",2505,"681"
"1644","2021-05-23",2017,"681"
"1645","2021-05-24",4802,"681"
"1646","2021-05-25",4601,"681"
"1647","2021-05-26",4483,"681"
"1648","2021-05-27",3201,"681"
"1649","2021-05-28",3051,"681"
"1650","2021-05-29",2877,"681"
"1651","2021-05-30",2112,"681"
"1652","2021-05-31",2153,"681"
"1653","2021-06-01",3319,"681"
"1654","2021-06-02",2839,"681"
"1655","2021-06-03",2684,"681"
"1656","2021-06-04",1318,"681"
"1657","2021-06-05",924,"681"
"1658","2021-06-06",556,"681"
"1659","2021-06-07",120,"681"
"1660","2021-06-08",55,"681"
"1661","2021-06-09",6,"681"
"1662","2021-06-10",1,"681"
"1663","2021-06-11",6,"681"
"1664","2020",66,"439"
"1665","2020-02-07",1,"439"
"1666","2020-03-16",1,"439"
"1667","2020-03-18",1,"439"
"1668","2020-03-19",1,"439"
"1669","2020-03-21",3,"439"
"1670","2020-03-22",1,"439"
"1671","2020-03-23",5,"439"
"1672","2020-03-24",4,"439"
"1673","2020-03-25",7,"439"
"1674","2020-03-26",5,"439"
"1675","2020-03-27",4,"439"
"1676","2020-03-28",8,"439"
"1677","2020-03-29",6,"439"
"1678","2020-03-30",15,"439"
